Wall time,Step,Value
1744805958.2678034,142,1.6727900505065918
1744806272.188321,284,1.5553754568099976
1744806583.6786826,426,1.465135097503662
1744806893.4432676,568,1.3827606439590454
1744807208.5062814,710,1.3193622827529907
1744807522.6038008,852,1.252810001373291
1744807833.0033014,994,1.2191728353500366
1744808143.769917,1136,1.1835683584213257
1744808457.5704834,1278,1.1395037174224854
1744808775.7206433,1420,1.1106626987457275
1744809091.3670797,1562,1.0882312059402466
1744809408.3908327,1704,1.0599045753479004
1744809726.9636872,1846,1.0432257652282715
1744810042.3193378,1988,1.0199291706085205
1744810351.5213969,2130,0.9995490908622742
1744810662.4120138,2272,0.9864324927330017
1744810972.9733198,2414,0.9710069298744202
1744811283.8047476,2556,0.9476691484451294
1744811593.2384052,2698,0.932073712348938
1744811904.7858987,2840,0.931238055229187
1744812216.2075596,2982,0.9174261093139648
1744812528.7016418,3124,0.9008510112762451
1744812841.4110749,3266,0.8900414109230042
1744813155.6521428,3408,0.8936294317245483
1744813470.7978768,3550,0.8871921896934509
1744813785.906257,3692,0.8772404789924622
1744814097.5102682,3834,0.8713334798812866
1744814412.9149303,3976,0.8669680953025818
