Wall time,Step,Value
1745005238.5494046,25,6.058389663696289
1745005258.9701622,50,4.127631664276123
1745005280.565098,75,1.9930387735366821
1745005302.1084893,100,2.482468843460083
1745005323.6498187,125,2.7633168697357178
1745005883.8382478,150,2.647979259490967
1745005899.0010219,175,2.973283052444458
1745005914.2279847,200,2.732653856277466
1745005929.6014836,225,3.117002487182617
1745005944.9619772,250,3.2185182571411133
1745005960.5676856,275,4.684021949768066
1745006202.040185,300,3.5785210132598877
1745006217.5604212,325,3.77211594581604
1745006232.887256,350,5.243620872497559
1745006248.1390197,375,3.3527112007141113
1745006263.5860524,400,4.4697699546813965
1745006280.3396444,425,5.640228748321533
1745006521.079758,450,4.4472575187683105
1745006536.3942184,475,4.44440221786499
1745006551.4976091,500,5.898105621337891
1745006582.933777,525,5.047598838806152
1745006598.3701248,550,4.100138187408447
1745006836.2466426,575,3.928354263305664
1745006852.158886,600,4.523846626281738
1745006867.984499,625,5.543432712554932
1745006883.4567518,650,4.334437370300293
1745006898.7143412,675,5.744050025939941
1745006914.0419018,700,6.243919849395752
1745007150.7082012,725,6.978433132171631
1745007166.3819914,750,6.683673858642578
1745007181.8295355,775,5.335651874542236
1745007197.0959182,800,6.283310413360596
1745007212.987978,825,5.992719650268555
1745007228.799565,850,4.751510143280029
1745007467.163119,875,6.066830635070801
1745007483.460328,900,4.819008827209473
1745007499.3713498,925,6.538123607635498
1745007515.7335663,950,6.381551742553711
1745007532.4738324,975,5.847382068634033
1745007771.2583992,1000,5.69575834274292
1745007787.3365397,1025,7.884382247924805
1745007803.0808065,1050,7.408238887786865
1745007819.4128828,1075,6.463969707489014
1745007835.366799,1100,8.492817878723145
1745007851.482642,1125,10.888021469116211
1745008089.7334306,1150,6.688089847564697
1745008105.4508307,1175,5.494557857513428
1745008121.0483444,1200,5.795256614685059
1745008136.8693118,1225,8.09616470336914
1745008152.8738253,1250,6.136264801025391
1745008168.7915347,1275,7.566115856170654
1745008405.7224143,1300,5.814364433288574
1745008422.070178,1325,7.652997970581055
1745008438.116606,1350,6.843993663787842
1745008454.2136557,1375,6.08991813659668
1745008470.472116,1400,5.367127418518066
1745008707.1837044,1425,6.190929889678955
1745008723.0186732,1450,8.278575897216797
1745008738.6523488,1475,6.497082710266113
1745008754.5539346,1500,10.892830848693848
1745008771.0265114,1525,6.8909077644348145
1745008787.3872097,1550,6.317873477935791
1745009026.1453547,1575,8.034245491027832
1745009041.9847174,1600,7.1087327003479
1745009057.6223054,1625,5.849428176879883
1745009073.1720662,1650,5.983569622039795
1745009088.9552221,1675,6.461010456085205
1745009104.2926464,1700,7.112267971038818
1745009341.1432571,1725,6.342508792877197
1745009357.1619287,1750,6.804251194000244
1745009373.6817899,1775,6.613983154296875
1745009390.3181593,1800,6.752313137054443
1745009406.2690108,1825,7.296719074249268
1745009647.9555073,1850,5.738732814788818
1745009664.3311565,1875,7.8482890129089355
1745009680.6286583,1900,8.491562843322754
1745009697.0690718,1925,7.543400287628174
1745009713.5807648,1950,6.678499698638916
1745009730.1183774,1975,5.753625869750977
1745009975.3850713,2000,6.675442695617676
1745009991.0196314,2025,8.034295082092285
1745010007.5921016,2050,7.23270845413208
1745010023.7167826,2075,7.049045085906982
1745010039.7124987,2100,7.45639181137085
1745010055.5671153,2125,8.541831016540527
1745010294.4915144,2150,9.193177223205566
1745010309.7518795,2175,8.168777465820312
1745010325.3117342,2200,6.139005661010742
1745010341.326032,2225,9.377768516540527
1745010356.7948365,2250,10.057637214660645
1745011039.9361722,2275,5.791518688201904
1745011107.5871513,2300,8.129732131958008
1745011122.617797,2325,7.87656307220459
1745011137.7697728,2350,8.33378791809082
1745011194.8244407,2375,6.495133399963379
1745011250.970465,2400,6.916778564453125
1745011583.004357,2425,10.90916919708252
1745011612.981721,2450,8.090900421142578
1745011682.4999568,2475,5.18461799621582
1745011756.4771771,2500,6.791741847991943
1745011830.6584017,2525,6.982146739959717
1745011899.26042,2550,7.083688259124756
1745012796.1135836,2575,13.221596717834473
1745012863.9172513,2600,8.13361930847168
1745012939.4135268,2625,6.2164082527160645
1745013022.1374164,2650,7.779999256134033
1745013098.5532641,2675,5.049466609954834
1745013455.5818326,2700,5.630013942718506
1745013520.5527575,2725,6.163268089294434
1745013586.5042195,2750,4.612549304962158
1745013658.0139167,2775,10.23585319519043
1745013673.3039901,2800,7.673649787902832
1745013688.612709,2825,7.184473037719727
1745014326.045709,2850,7.443289279937744
1745014341.975393,2875,8.275439262390137
1745014377.6449747,2900,8.627490043640137
1745014429.6094098,2925,9.398414611816406
1745014476.0316377,2950,8.18618106842041
1745014523.9544945,2975,9.188291549682617
1745015180.725325,3000,6.040063381195068
1745015247.0754137,3025,6.415807247161865
1745015278.6286922,3050,5.390552520751953
1745015295.0280426,3075,7.707633018493652
1745015338.9128,3100,8.607677459716797
1745016165.6017594,3125,7.203186988830566
1745016236.341322,3150,6.760716438293457
1745016312.5998363,3175,7.6373467445373535
1745016333.273383,3200,6.7882914543151855
1745016349.2687945,3225,8.881683349609375
1745016407.5892637,3250,9.421759605407715
1745017308.205901,3275,7.1722612380981445
1745017377.3997507,3300,9.222919464111328
1745017450.4646838,3325,9.105253219604492
1745017523.22513,3350,6.7411065101623535
1745017599.0511904,3375,7.605623245239258
1745017675.5241964,3400,7.4517998695373535
1745017927.8087616,3425,7.288170337677002
1745017943.4682467,3450,7.8059773445129395
1745017958.8986022,3475,7.214686393737793
1745017974.3669524,3500,6.030240058898926
1745017989.6660235,3525,6.105872631072998
1745018005.2212098,3550,6.521683216094971
1745018248.5391579,3575,6.36400842666626
1745018264.2523685,3600,8.49864387512207
1745018279.6218789,3625,8.413774490356445
1745018295.0005436,3650,7.557387828826904
1745018310.4087546,3675,7.529112815856934
1745018556.6822233,3700,9.16582202911377
1745018571.9766698,3725,9.41445255279541
1745018587.5661879,3750,9.199186325073242
1745018602.6450636,3775,7.975559711456299
1745018618.165722,3800,6.795253276824951
