Wall time,Step,Value
1745141921.4004416,25,14.60442066192627
1745141947.556009,50,13.684722900390625
1745141981.9315743,75,15.034270286560059
1745142014.6188025,100,15.300196647644043
1745142044.7013452,125,23.81434440612793
1745142507.9833019,150,12.583282470703125
1745142535.394655,175,16.167821884155273
1745142566.3175335,200,20.583179473876953
1745142597.264256,225,13.624581336975098
1745142630.2233326,250,30.544960021972656
1745142660.6583266,275,24.276559829711914
1745143103.1150336,300,22.58298110961914
1745143133.576412,325,33.84007263183594
1745143164.6388185,350,48.020233154296875
1745143194.9845264,375,15.083089828491211
1745143225.3703463,400,19.08637237548828
1745143255.864938,425,17.921432495117188
1745143723.65035,450,27.526832580566406
1745143748.2532656,475,17.542680740356445
1745143772.8554208,500,13.089253425598145
1745143797.616878,525,21.24847412109375
1745143827.9759407,550,16.073862075805664
1745144306.588453,575,50.43836975097656
1745144337.2631528,600,14.157503128051758
1745144367.7457159,625,27.197559356689453
1745144398.296062,650,44.52345657348633
1745144428.8394597,675,30.382568359375
1745144459.7670608,700,24.978349685668945
1745144933.012236,725,31.15819549560547
1745144963.9565985,750,22.77684783935547
1745144995.1577573,775,31.949710845947266
1745145025.6766486,800,22.468637466430664
1745145056.375247,825,20.13418960571289
1745145087.1432223,850,21.929855346679688
1745145554.001368,875,22.294565200805664
1745145584.3724198,900,17.629283905029297
1745145613.9179964,925,23.13477325439453
1745145642.7013988,950,26.632875442504883
1745145672.345919,975,33.83858108520508
1745146089.1637788,1000,55.24552917480469
1745146120.7446384,1025,32.12877655029297
1745146152.291402,1050,22.325260162353516
1745146183.8583968,1075,25.4508056640625
1745146215.1058002,1100,35.743350982666016
1745146246.5381205,1125,27.04380989074707
1745146731.0295632,1150,30.958890914916992
1745146756.254753,1175,23.401403427124023
1745146781.2607062,1200,28.56241226196289
1745146806.192934,1225,23.119903564453125
1745146831.2364092,1250,48.44651794433594
1745146856.063104,1275,16.543315887451172
1745147219.8037345,1300,15.03752613067627
1745147244.9597926,1325,15.779367446899414
1745147270.2190802,1350,37.02010726928711
1745147295.165913,1375,26.29612159729004
1745147320.1488318,1400,23.254173278808594
1745147679.1709528,1425,32.724151611328125
1745147704.1774826,1450,51.164390563964844
1745147729.1399689,1475,21.763090133666992
1745147754.1051342,1500,44.731178283691406
1745147779.138258,1525,39.1062126159668
1745147804.1702466,1550,26.66592025756836
1745148162.2392354,1575,23.457128524780273
1745148187.6894007,1600,19.53799057006836
