Wall time,Step,Value
1745142500.2042189,142,6.704455375671387
1745143081.5236251,284,4.179949760437012
1745143697.8557312,426,3.2387757301330566
1745144295.0302882,568,2.8839733600616455
1745144914.5804996,710,2.5714809894561768
1745145523.6114972,852,2.4355220794677734
1745146081.5506456,994,2.3784189224243164
1745146715.0491555,1136,2.2314109802246094
1745147197.833116,1278,2.166512966156006
1745147672.2920134,1420,2.1186020374298096
1745148149.302966,1562,2.090808391571045
1745148695.6875908,1704,2.065753221511841
1745149250.505543,1846,2.0639917850494385
1745149885.5871475,1988,2.0039775371551514
1745150517.9312444,2130,2.0170421600341797
1745151160.8391893,2272,1.988268256187439
1745151650.6126,2414,1.9937468767166138
1745152159.3115573,2556,1.9671926498413086
1745152778.4285736,2698,1.9800034761428833
1745153399.983442,2840,1.9543418884277344
1745154026.5922186,2982,1.9492863416671753
1745154646.408658,3124,1.958918571472168
1745155266.2810683,3266,1.940185308456421
1745155883.878156,3408,1.9389950037002563
1745156504.639391,3550,1.9369770288467407
1745157122.4353995,3692,1.9343732595443726
1745157626.2476976,3834,1.9296470880508423
1745158099.938741,3976,1.9227663278579712
